"Чикой1","58803","18542","145","5000","16","-1,5"
"Чикой4","58942","18317","162","5000","16","-1,5"
"Чикой2","60281","24493","225","4300","16","-1,5"
"Хилок1","55931","19440","178","5000","16","-1,5"
"Хилок2","55904","18961","171","5000","16","-1,5"
"Хилок3","61113","23397","259","4300","16","-1,5"
"Аргунь3","55568","16701","122","5300","16","-1"
"Аргунь4","55487","16895","119","5300","16","-1"
"_","0","0","0","0","0","0"
